Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
2 Jul 2024,BY TRANSFER-UPI/CR/420082812637/SAMEER S/KKBK/write2same/Dr Re--,TRANSFER FROM 9137022807,,4795.42,2750.92
5 Aug 2024,BY TRANSFER-UPI/CR/467750762379/PRIYA K/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,3390.88,6141.8
7 Sep 2024,BY TRANSFER-UPI/CR/400525963367/PRIYA K/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,1069.19,7210.99
5 Aug 2024,TO TRANSFER-UPI/DR/470668281833/PRIYA K/HDFC/spawar3290/UPI--,TRANSFER TO 8974521398,1883.63,,5327.36
11 Sep 2024,BY TRANSFER-UPI/CR/407684607964/MS SANJE/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,744.31,6071.67
28 Aug 2024,TO TRANSFER-UPI/DR/491669166432/RAHUL D/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,3231.68,,2839.99
23 Aug 2024,TO TRANSFER-UPI/DR/484491553729/PRIYA K/IDIB/anitapawar/UPI--,TRANSFER TO 7382910045,1475.72,,1364.27
15 Sep 2024,BY TRANSFER-UPI/CR/455195553315/RAHUL D/HDFC/write2same/Dr Re--,TRANSFER FROM 9137022807,,4658.29,6022.56
6 Sep 2024,TO TRANSFER-UPI/DR/482633357121/PRIYA K/SBIN/write2same/UPI--,TRANSFER TO 4897690162095,211.13,,5811.43
17 Jul 2024,BY TRANSFER-UPI/CR/497686959115/SAGAR MO/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,51.32,5862.75
27 Aug 2024,TO TRANSFER-UPI/DR/411110910697/SAGAR MO/HDFC/rahuldixit/UPI--,TRANSFER TO 9137022807,1997.89,,3864.86
7 Aug 2024,BY TRANSFER-UPI/CR/480052700303/PRIYA K/KKBK/write2same/Dr Re--,TRANSFER FROM 8974521398,,1855.77,5720.63
22 Sep 2024,BY TRANSFER-UPI/CR/413175529846/PRIYA K/IDIB/write2same/Dr Re--,TRANSFER FROM 7382910045,,773.6,6494.23
17 Sep 2024,BY TRANSFER-UPI/CR/466059441296/RAHUL D/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,4875.53,11369.76
25 Aug 2024,BY TRANSFER-UPI/CR/480261430356/RAHUL D/IDIB/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,2455.7,13825.46
2 Sep 2024,BY TRANSFER-UPI/CR/433762495745/SAMEER S/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,4072.82,17898.28
12 Aug 2024,BY TRANSFER-UPI/CR/462015143133/PRIYA K/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,241.0,18139.28
12 Jul 2024,TO TRANSFER-UPI/DR/483786886109/PRIYA K/HDFC/write2same/UPI--,TRANSFER TO 4897690162095,3022.71,,15116.57
30 Aug 2024,TO TRANSFER-UPI/DR/476522209241/PRIYA K/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,3399.65,,11716.92
23 Aug 2024,BY TRANSFER-UPI/CR/432080481664/PRIYA K/KKBK/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,2392.63,14109.55
6 Jul 2024,TO TRANSFER-UPI/DR/483747273025/RAHUL D/SBIN/anitapawar/UPI--,TRANSFER TO 4897690162095,236.26,,13873.29
25 Jul 2024,BY TRANSFER-UPI/CR/414871607858/SAGAR MO/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,1115.99,14989.28
14 Sep 2024,TO TRANSFER-UPI/DR/489542406979/RAHUL D/IDIB/write2same/UPI--,TRANSFER TO 4897732162091,2322.14,,12667.14
5 Jul 2024,TO TRANSFER-UPI/DR/405440490980/PRIYA K/SBIN/write2same/UPI--,TRANSFER TO 4897732162091,4278.82,,8388.32
5 Jul 2024,BY TRANSFER-UPI/CR/424352664166/ANITA P/ICIC/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,4884.65,13272.97
29 Sep 2024,TO TRANSFER-UPI/DR/492334141763/ANITA P/SBIN/write2same/UPI--,TRANSFER TO 8974521398,2661.93,,10611.04
8 Sep 2024,TO TRANSFER-UPI/DR/455568346708/MS SANJE/ICIC/spawar3290/UPI--,TRANSFER TO 8974521398,3375.73,,7235.31
16 Jul 2024,BY TRANSFER-UPI/CR/481348306284/RAHUL D/KKBK/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,1521.1,8756.41
3 Sep 2024,TO TRANSFER-UPI/DR/488051280290/RAHUL D/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,1199.1,,7557.31
28 Sep 2024,TO TRANSFER-UPI/DR/475395967367/SAGAR MO/KKBK/spawar3290/UPI--,TRANSFER TO 7382910045,663.72,,6893.59
20 Sep 2024,TO TRANSFER-UPI/DR/446827533198/MS SANJE/ICIC/spawar3290/UPI--,TRANSFER TO 4897732162091,329.48,,6564.11
11 Sep 2024,TO TRANSFER-UPI/DR/441220140808/SAGAR MO/KKBK/spawar3290/UPI--,TRANSFER TO 4897732162091,1115.43,,5448.68
28 Aug 2024,BY TRANSFER-UPI/CR/475125881792/ANITA P/SBIN/write2same/Dr Re--,TRANSFER FROM 7382910045,,4799.61,10248.29
3 Aug 2024,TO TRANSFER-UPI/DR/478077504083/ROHIT T/SBIN/write2same/UPI--,TRANSFER TO 4897732162091,3671.46,,6576.83
11 Jul 2024,TO TRANSFER-UPI/DR/433457140972/ROHIT T/IDIB/anitapawar/UPI--,TRANSFER TO 8974521398,4842.53,,1734.3
11 Aug 2024,BY TRANSFER-UPI/CR/488419654142/SAMEER S/SBIN/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,592.22,2326.52
21 Jul 2024,BY TRANSFER-UPI/CR/411192617833/ROHIT T/KKBK/write2same/Dr Re--,TRANSFER FROM 4897732162091,,1016.35,3342.87
24 Sep 2024,TO TRANSFER-UPI/DR/468797344322/SAMEER S/ICIC/write2same/UPI--,TRANSFER TO 4897732162091,4486.58,,-1143.71
11 Aug 2024,BY TRANSFER-UPI/CR/424875239241/PRIYA K/SBIN/write2same/Dr Re--,TRANSFER FROM 9137022807,,3188.42,2044.71
26 Sep 2024,TO TRANSFER-UPI/DR/468635071423/RAHUL D/SBIN/write2same/UPI--,TRANSFER TO 9137022807,4704.78,,-2660.07
17 Sep 2024,TO TRANSFER-UPI/DR/461977894171/PRIYA K/IDIB/write2same/UPI--,TRANSFER TO 7382910045,1334.19,,-3994.26
9 Jul 2024,TO TRANSFER-UPI/DR/493918710159/SAGAR MO/KKBK/write2same/UPI--,TRANSFER TO 8974521398,4647.14,,-8641.4
26 Jul 2024,TO TRANSFER-UPI/DR/437809518682/SAGAR MO/IDIB/write2same/UPI--,TRANSFER TO 8974521398,334.69,,-8976.09
18 Sep 2024,BY TRANSFER-UPI/CR/488273631053/PRIYA K/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,456.3,-8519.79
1 Sep 2024,BY TRANSFER-UPI/CR/456504644330/RAHUL D/SBIN/write2same/Dr Re--,TRANSFER FROM 9137022807,,722.11,-7797.68
19 Jul 2024,BY TRANSFER-UPI/CR/479412318951/MS SANJE/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,2685.95,-5111.73
6 Jul 2024,TO TRANSFER-UPI/DR/409124158191/ROHIT T/SBIN/anitapawar/UPI--,TRANSFER TO 4897732162091,2596.81,,-7708.54
19 Sep 2024,TO TRANSFER-UPI/DR/456084321659/SAMEER S/IDIB/write2same/UPI--,TRANSFER TO 9137022807,4015.87,,-11724.41
19 Aug 2024,BY TRANSFER-UPI/CR/443323111833/RAHUL D/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,1097.55,-10626.86
21 Aug 2024,TO TRANSFER-UPI/DR/482409912704/RAHUL D/IDIB/write2same/UPI--,TRANSFER TO 9137022807,1140.77,,-11767.63
2 Aug 2024,BY TRANSFER-UPI/CR/452444866976/SAMEER S/KKBK/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,1146.85,-10620.78
12 Jul 2024,BY TRANSFER-UPI/CR/489459218051/SAGAR MO/ICIC/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,3528.62,-7092.16
28 Aug 2024,TO TRANSFER-UPI/DR/469813960930/MS SANJE/SBIN/spawar3290/UPI--,TRANSFER TO 4897690162095,1847.44,,-8939.6
9 Sep 2024,TO TRANSFER-UPI/DR/489656916497/RAHUL D/IDIB/spawar3290/UPI--,TRANSFER TO 4897690162095,2770.94,,-11710.54
1 Sep 2024,BY TRANSFER-UPI/CR/451896714609/RAHUL D/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,4333.44,-7377.1
23 Aug 2024,TO TRANSFER-UPI/DR/413910615623/RAHUL D/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,3932.65,,-11309.75
15 Sep 2024,TO TRANSFER-UPI/DR/458161883381/MS SANJE/SBIN/write2same/UPI--,TRANSFER TO 9137022807,1634.48,,-12944.23
12 Sep 2024,BY TRANSFER-UPI/CR/407591296422/RAHUL D/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,2466.43,-10477.8
2 Jul 2024,TO TRANSFER-UPI/DR/406736348317/ANITA P/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,2334.8,,-12812.6
6 Jul 2024,BY TRANSFER-UPI/CR/471718020330/ROHIT T/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,2216.94,-10595.66
6 Jul 2024,TO TRANSFER-UPI/DR/446509358308/SAMEER S/IDIB/rahuldixit/UPI--,TRANSFER TO 4897732162091,248.93,,-10844.59
2 Jul 2024,BY TRANSFER-UPI/CR/411657097874/MS SANJE/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,4120.7,-6723.89
28 Aug 2024,TO TRANSFER-UPI/DR/418096275329/ANITA P/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,3266.26,,-9990.15
24 Jul 2024,BY TRANSFER-UPI/CR/447521417221/SAMEER S/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,1955.74,-8034.41
6 Aug 2024,BY TRANSFER-UPI/CR/486551659468/PRIYA K/KKBK/write2same/Dr Re--,TRANSFER FROM 7382910045,,3389.04,-4645.37
22 Sep 2024,BY TRANSFER-UPI/CR/455251691221/PRIYA K/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,4463.37,-182.0
13 Jul 2024,BY TRANSFER-UPI/CR/402420475660/PRIYA K/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,4176.01,3994.01
5 Jul 2024,TO TRANSFER-UPI/DR/431742477654/MS SANJE/ICIC/write2same/UPI--,TRANSFER TO 8974521398,3166.83,,827.18
1 Sep 2024,BY TRANSFER-UPI/CR/424645619095/PRIYA K/IDIB/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,2968.59,3795.77
5 Jul 2024,BY TRANSFER-UPI/CR/457150987405/PRIYA K/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,4827.13,8622.9
28 Sep 2024,TO TRANSFER-UPI/DR/410809061721/SAGAR MO/IDIB/rahuldixit/UPI--,TRANSFER TO 9137022807,4791.15,,3831.75
23 Jul 2024,TO TRANSFER-UPI/DR/402776227621/SAMEER S/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,3019.06,,812.69
5 Sep 2024,TO TRANSFER-UPI/DR/412711576722/SAGAR MO/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,601.78,,210.91
28 Jul 2024,BY TRANSFER-UPI/CR/417853299729/ROHIT T/IDIB/write2same/Dr Re--,TRANSFER FROM 7382910045,,3056.59,3267.5
16 Sep 2024,BY TRANSFER-UPI/CR/428883212256/SAMEER S/SBIN/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,810.38,4077.88
7 Aug 2024,TO TRANSFER-UPI/DR/466860571803/RAHUL D/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,84.3,,3993.58
2 Sep 2024,BY TRANSFER-UPI/CR/451854972750/ROHIT T/IDIB/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,1185.7,5179.28
16 Jul 2024,BY TRANSFER-UPI/CR/487741030711/SAMEER S/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,1947.32,7126.6
28 Aug 2024,BY TRANSFER-UPI/CR/484446490215/ROHIT T/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,1780.71,8907.31
10 Jul 2024,TO TRANSFER-UPI/DR/446591238440/SAMEER S/SBIN/anitapawar/UPI--,TRANSFER TO 4897690162095,2965.13,,5942.18
3 Sep 2024,BY TRANSFER-UPI/CR/419930596183/SAGAR MO/SBIN/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,2164.23,8106.41
21 Jul 2024,TO TRANSFER-UPI/DR/475856900624/SAGAR MO/HDFC/anitapawar/UPI--,TRANSFER TO 4897690162095,1522.04,,6584.37
26 Aug 2024,BY TRANSFER-UPI/CR/426760101736/SAMEER S/HDFC/write2same/Dr Re--,TRANSFER FROM 9137022807,,1520.49,8104.86
29 Jul 2024,BY TRANSFER-UPI/CR/463174208172/ANITA P/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,3163.47,11268.33
6 Jul 2024,TO TRANSFER-UPI/DR/470014146173/ANITA P/SBIN/anitapawar/UPI--,TRANSFER TO 4897690162095,4355.94,,6912.39
15 Sep 2024,BY TRANSFER-UPI/CR/466078985694/MS SANJE/IDIB/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,4834.44,11746.83
20 Aug 2024,TO TRANSFER-UPI/DR/476698558919/ROHIT T/IDIB/write2same/UPI--,TRANSFER TO 9137022807,3987.88,,7758.95
12 Jul 2024,TO TRANSFER-UPI/DR/437140378539/SAGAR MO/IDIB/write2same/UPI--,TRANSFER TO 9137022807,2797.2,,4961.75
29 Sep 2024,TO TRANSFER-UPI/DR/453579212245/RAHUL D/ICIC/write2same/UPI--,TRANSFER TO 7382910045,2663.6,,2298.15
19 Sep 2024,TO TRANSFER-UPI/DR/437951216161/PRIYA K/SBIN/spawar3290/UPI--,TRANSFER TO 8974521398,3014.3,,-716.15
1 Sep 2024,BY TRANSFER-UPI/CR/477744243958/ANITA P/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,1245.68,529.53
27 Sep 2024,BY TRANSFER-UPI/CR/456180605345/SAGAR MO/HDFC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,2198.82,2728.35
14 Jul 2024,BY TRANSFER-UPI/CR/417129805881/SAMEER S/HDFC/write2same/Dr Re--,TRANSFER FROM 8974521398,,1923.75,4652.1
21 Aug 2024,TO TRANSFER-UPI/DR/408619842853/MS SANJE/HDFC/write2same/UPI--,TRANSFER TO 9137022807,1017.06,,3635.04
24 Sep 2024,BY TRANSFER-UPI/CR/481082301739/MS SANJE/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,3674.36,7309.4
6 Sep 2024,TO TRANSFER-UPI/DR/477216627509/SAGAR MO/ICIC/rahuldixit/UPI--,TRANSFER TO 7382910045,361.68,,6947.72
6 Jul 2024,BY TRANSFER-UPI/CR/402241187503/MS SANJE/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,3813.12,10760.84
16 Aug 2024,BY TRANSFER-UPI/CR/434884294967/MS SANJE/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,1795.47,12556.31
24 Sep 2024,TO TRANSFER-UPI/DR/462024918532/SAMEER S/KKBK/spawar3290/UPI--,TRANSFER TO 9137022807,1628.04,,10928.27
23 Sep 2024,TO TRANSFER-UPI/DR/480061388492/ANITA P/SBIN/write2same/UPI--,TRANSFER TO 7382910045,4581.37,,6346.9
27 Aug 2024,TO TRANSFER-UPI/DR/428903417226/PRIYA K/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,2687.79,,3659.11
1 Aug 2024,TO TRANSFER-UPI/DR/458482781293/SAGAR MO/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,3575.42,,83.69
22 Sep 2024,BY TRANSFER-UPI/CR/414240117550/MS SANJE/KKBK/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,369.78,453.47
3 Sep 2024,BY TRANSFER-UPI/CR/420467925649/SAGAR MO/ICIC/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,425.15,878.62
30 Sep 2024,TO TRANSFER-UPI/DR/433877267100/ROHIT T/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,4583.44,,-3704.82
24 Sep 2024,BY TRANSFER-UPI/CR/498573473088/PRIYA K/HDFC/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,2789.36,-915.46
29 Jul 2024,TO TRANSFER-UPI/DR/484949692953/RAHUL D/SBIN/rahuldixit/UPI--,TRANSFER TO 4897690162095,2613.84,,-3529.3
20 Aug 2024,TO TRANSFER-UPI/DR/409890750223/SAGAR MO/HDFC/write2same/UPI--,TRANSFER TO 9137022807,4070.98,,-7600.28
29 Jul 2024,BY TRANSFER-UPI/CR/416599730421/SAGAR MO/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,303.93,-7296.35
26 Aug 2024,BY TRANSFER-UPI/CR/444536793109/SAMEER S/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,848.84,-6447.51
3 Jul 2024,BY TRANSFER-UPI/CR/420173255093/ROHIT T/SBIN/write2same/Dr Re--,TRANSFER FROM 7382910045,,1602.45,-4845.06
26 Aug 2024,TO TRANSFER-UPI/DR/446585613762/RAHUL D/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,4024.34,,-8869.4
5 Jul 2024,BY TRANSFER-UPI/CR/427457399320/ANITA P/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,4048.85,-4820.55
9 Jul 2024,BY TRANSFER-UPI/CR/413328541084/SAGAR MO/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,1955.47,-2865.08
9 Aug 2024,TO TRANSFER-UPI/DR/438575372942/SAMEER S/HDFC/rahuldixit/UPI--,TRANSFER TO 4897690162095,4231.99,,-7097.07
11 Jul 2024,BY TRANSFER-UPI/CR/448174153492/RAHUL D/KKBK/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,3495.07,-3602.0
29 Jul 2024,TO TRANSFER-UPI/DR/405460053378/MS SANJE/IDIB/rahuldixit/UPI--,TRANSFER TO 9137022807,943.17,,-4545.17
22 Aug 2024,BY TRANSFER-UPI/CR/442138203181/ANITA P/HDFC/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,4227.09,-318.08
8 Aug 2024,TO TRANSFER-UPI/DR/425180951932/PRIYA K/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,2193.5,,-2511.58
29 Aug 2024,BY TRANSFER-UPI/CR/403588251341/SAMEER S/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,4310.7,1799.12
27 Aug 2024,TO TRANSFER-UPI/DR/481408525200/ANITA P/HDFC/rahuldixit/UPI--,TRANSFER TO 4897732162091,68.71,,1730.41
10 Aug 2024,TO TRANSFER-UPI/DR/489274779311/SAGAR MO/IDIB/write2same/UPI--,TRANSFER TO 7382910045,1348.0,,382.41
2 Sep 2024,TO TRANSFER-UPI/DR/473549322484/ANITA P/SBIN/anitapawar/UPI--,TRANSFER TO 8974521398,3522.59,,-3140.18
10 Jul 2024,BY TRANSFER-UPI/CR/476372178618/ANITA P/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,2322.72,-817.46
26 Jul 2024,TO TRANSFER-UPI/DR/434259675534/ANITA P/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,4540.53,,-5357.99
7 Aug 2024,TO TRANSFER-UPI/DR/475693711103/RAHUL D/KKBK/anitapawar/UPI--,TRANSFER TO 8974521398,4003.32,,-9361.31
1 Jul 2024,TO TRANSFER-UPI/DR/438357935256/ANITA P/SBIN/anitapawar/UPI--,TRANSFER TO 4897732162091,3557.41,,-12918.72
23 Sep 2024,BY TRANSFER-UPI/CR/458036295100/ANITA P/IDIB/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,2113.98,-10804.74
30 Aug 2024,BY TRANSFER-UPI/CR/448033966245/MS SANJE/HDFC/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,3989.31,-6815.43
28 Jul 2024,BY TRANSFER-UPI/CR/441394614410/RAHUL D/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,1674.57,-5140.86
4 Aug 2024,TO TRANSFER-UPI/DR/497390984948/SAGAR MO/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,2098.46,,-7239.32
13 Jul 2024,TO TRANSFER-UPI/DR/441851445388/RAHUL D/SBIN/write2same/UPI--,TRANSFER TO 8974521398,4298.62,,-11537.94
30 Aug 2024,BY TRANSFER-UPI/CR/480570038977/SAMEER S/SBIN/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,4714.37,-6823.57
1 Sep 2024,BY TRANSFER-UPI/CR/470212075312/RAHUL D/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,1828.58,-4994.99
27 Aug 2024,BY TRANSFER-UPI/CR/409492840443/ROHIT T/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,1182.67,-3812.32
31 Aug 2024,BY TRANSFER-UPI/CR/437265902202/ROHIT T/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,3800.42,-11.9
21 Aug 2024,BY TRANSFER-UPI/CR/488375866135/SAGAR MO/HDFC/write2same/Dr Re--,TRANSFER FROM 4897732162091,,1221.3,1209.4
18 Jul 2024,TO TRANSFER-UPI/DR/439797665836/SAMEER S/SBIN/anitapawar/UPI--,TRANSFER TO 4897732162091,3797.82,,-2588.42
17 Sep 2024,BY TRANSFER-UPI/CR/473712921738/PRIYA K/ICIC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,4031.17,1442.75
13 Jul 2024,TO TRANSFER-UPI/DR/416126139995/MS SANJE/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,212.6,,1230.15
13 Jul 2024,BY TRANSFER-UPI/CR/443861799904/PRIYA K/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,154.75,1384.9
8 Jul 2024,TO TRANSFER-UPI/DR/421520323525/SAMEER S/SBIN/rahuldixit/UPI--,TRANSFER TO 4897690162095,2054.7,,-669.8
6 Sep 2024,TO TRANSFER-UPI/DR/425046922160/SAGAR MO/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,3824.64,,-4494.44
15 Sep 2024,BY TRANSFER-UPI/CR/429381921246/PRIYA K/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,2615.11,-1879.33
22 Aug 2024,BY TRANSFER-UPI/CR/420015272468/ANITA P/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,4865.57,2986.24
2 Jul 2024,TO TRANSFER-UPI/DR/409673199849/MS SANJE/KKBK/anitapawar/UPI--,TRANSFER TO 4897732162091,4655.94,,-1669.7
13 Sep 2024,BY TRANSFER-UPI/CR/499229964059/PRIYA K/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,4908.42,3238.72
25 Sep 2024,TO TRANSFER-UPI/DR/481080846841/ROHIT T/KKBK/rahuldixit/UPI--,TRANSFER TO 4897732162091,3221.83,,16.89
28 Sep 2024,BY TRANSFER-UPI/CR/431182504104/PRIYA K/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,2351.97,2368.86
2 Jul 2024,TO TRANSFER-UPI/DR/418117309891/MS SANJE/HDFC/write2same/UPI--,TRANSFER TO 4897732162091,3431.22,,-1062.36
12 Jul 2024,BY TRANSFER-UPI/CR/479742442098/MS SANJE/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,4555.99,3493.63
2 Aug 2024,TO TRANSFER-UPI/DR/486039102250/SAMEER S/ICIC/anitapawar/UPI--,TRANSFER TO 9137022807,1374.55,,2119.08
6 Aug 2024,TO TRANSFER-UPI/DR/490556798520/RAHUL D/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,1175.25,,943.83
5 Aug 2024,BY TRANSFER-UPI/CR/496857862032/ROHIT T/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,4067.04,5010.87
6 Jul 2024,BY TRANSFER-UPI/CR/421829233437/SAGAR MO/SBIN/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,1252.97,6263.84
5 Jul 2024,TO TRANSFER-UPI/DR/487320601620/PRIYA K/SBIN/spawar3290/UPI--,TRANSFER TO 4897732162091,1930.25,,4333.59
27 Jul 2024,TO TRANSFER-UPI/DR/423955197229/ANITA P/KKBK/spawar3290/UPI--,TRANSFER TO 4897732162091,3302.33,,1031.26
31 Aug 2024,BY TRANSFER-UPI/CR/447475787922/ROHIT T/ICIC/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,4269.49,5300.75
5 Aug 2024,BY TRANSFER-UPI/CR/468426508550/ANITA P/ICIC/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,295.25,5596.0
26 Sep 2024,BY TRANSFER-UPI/CR/406477058474/ANITA P/HDFC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,3414.46,9010.46
27 Aug 2024,TO TRANSFER-UPI/DR/461544430977/ANITA P/ICIC/spawar3290/UPI--,TRANSFER TO 8974521398,4857.56,,4152.9
17 Sep 2024,BY TRANSFER-UPI/CR/429876187952/SAMEER S/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,4391.8,8544.7
29 Jul 2024,BY TRANSFER-UPI/CR/494338147114/MS SANJE/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,1766.15,10310.85
2 Aug 2024,TO TRANSFER-UPI/DR/476859273992/ANITA P/HDFC/anitapawar/UPI--,TRANSFER TO 9137022807,1990.98,,8319.87
17 Sep 2024,TO TRANSFER-UPI/DR/472108753793/ROHIT T/SBIN/rahuldixit/UPI--,TRANSFER TO 9137022807,1483.63,,6836.24
18 Aug 2024,BY TRANSFER-UPI/CR/476476992817/SAMEER S/HDFC/write2same/Dr Re--,TRANSFER FROM 9137022807,,125.22,6961.46
25 Aug 2024,TO TRANSFER-UPI/DR/427932175667/PRIYA K/KKBK/spawar3290/UPI--,TRANSFER TO 8974521398,729.64,,6231.82
9 Sep 2024,BY TRANSFER-UPI/CR/443342444894/SAMEER S/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,4187.85,10419.67
21 Sep 2024,BY TRANSFER-UPI/CR/404699008751/SAMEER S/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,3992.66,14412.33
17 Aug 2024,TO TRANSFER-UPI/DR/470790021243/ROHIT T/ICIC/anitapawar/UPI--,TRANSFER TO 7382910045,357.68,,14054.65
8 Jul 2024,BY TRANSFER-UPI/CR/422974385991/SAGAR MO/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,2304.76,16359.41
11 Sep 2024,TO TRANSFER-UPI/DR/453051486791/SAMEER S/SBIN/write2same/UPI--,TRANSFER TO 4897732162091,3022.47,,13336.94
8 Aug 2024,BY TRANSFER-UPI/CR/479440749241/SAMEER S/ICIC/write2same/Dr Re--,TRANSFER FROM 7382910045,,456.23,13793.17
